run_id	batch_idx	role	status	gpu_id	runtime_sec	metric_value	started_at_utc	finished_at_utc	sam_model_level_inst	sam_points_per_side	sam_points_per_batch	sam_crop_n_layers	sam_pred_iou_thresh	sam_stability_score_thresh	result_json	stdout_log	stderr_log	comment
13	1	search	ok	5	163.1788170579821	0.2565686664261474	2026-04-12T02:50:56.804498+00:00	2026-04-12T02:53:39.984701+00:00	13	8	256	0	0.84	0.9	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/results/run013.json	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/logs/run013.stdout.log	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/logs/run013.stderr.log	adaptive batch 1
22	1	search	ok	6	65.10872390307486	0.21737578527979604	2026-04-12T02:53:40.930204+00:00	2026-04-12T02:54:46.044300+00:00	24	8	32	0	0.84	0.95	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/results/run022.json	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/logs/run022.stdout.log	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/logs/run022.stderr.log	adaptive batch 1
23	1	search	ok	7	66.39780108584091	0.2226926399408379	2026-04-12T02:53:40.933094+00:00	2026-04-12T02:54:47.334230+00:00	24	8	32	0	0.92	0.9	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/results/run023.json	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/logs/run023.stdout.log	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/logs/run023.stderr.log	adaptive batch 1
24	1	search	ok	8	73.64527567988262	0.23885103926582688	2026-04-12T02:53:40.935818+00:00	2026-04-12T02:54:54.582826+00:00	24	8	256	0	0.84	0.9	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/results/run024.json	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/logs/run024.stdout.log	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/logs/run024.stderr.log	adaptive batch 1
19	1	search	ok	3	77.15774988476187	0.2329234659771235	2026-04-12T02:53:40.926906+00:00	2026-04-12T02:54:58.086350+00:00	24	12	256	0	0.92	0.95	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/results/run019.json	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/logs/run019.stdout.log	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/logs/run019.stderr.log	adaptive batch 1
20	1	search	ok	4	162.22669217782095	0.2810119700777881	2026-04-12T02:53:40.927963+00:00	2026-04-12T02:56:23.157555+00:00	24	24	256	0	0.84	0.95	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/results/run020.json	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/logs/run020.stdout.log	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/logs/run020.stderr.log	adaptive batch 1
21	1	search	ok	5	167.13945605466142	0.2876625783059086	2026-04-12T02:53:40.928987+00:00	2026-04-12T02:56:28.074701+00:00	24	24	256	0	0.92	0.9	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/results/run021.json	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/logs/run021.stdout.log	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/logs/run021.stderr.log	adaptive batch 1
18	1	search	ok	1	213.69168624887243	0.27998654775695436	2026-04-12T02:53:40.924650+00:00	2026-04-12T02:57:14.616742+00:00	23	24	256	0	0.84	0.9	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/results/run018.json	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/logs/run018.stdout.log	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/logs/run018.stderr.log	adaptive batch 1
25	1	search	ok	9	361.9773318078369	0.29357818270918346	2026-04-12T02:53:40.936916+00:00	2026-04-12T02:59:42.916754+00:00	13	24	256	0	0.84	0.95	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/results/run025.json	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/logs/run025.stdout.log	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/logs/run025.stderr.log	adaptive batch 1
29	2	search	ok	5	64.52233077725396	0.2314507698301	2026-04-12T03:06:31.751423+00:00	2026-04-12T03:07:36.274896+00:00	23	8	128	0	0.88	0.92	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/results/run029.json	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/logs/run029.stdout.log	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/logs/run029.stderr.log	adaptive batch 2
33	2	search	ok	9	107.66727393725887	0.2578378040279038	2026-04-12T03:06:31.761448+00:00	2026-04-12T03:08:19.432767+00:00	23	16	128	0	0.92	0.92	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/results/run033.json	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/logs/run033.stdout.log	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/logs/run033.stderr.log	adaptive batch 2
32	2	search	ok	8	127.5868836962618	0.2665406418453621	2026-04-12T03:06:31.760001+00:00	2026-04-12T03:08:39.347499+00:00	23	16	256	0	0.88	0.9	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/results/run032.json	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/logs/run032.stdout.log	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/logs/run032.stderr.log	adaptive batch 2
30	2	search	ok	6	150.10781906498596	0.27177231734803975	2026-04-12T03:06:31.754453+00:00	2026-04-12T03:09:01.864497+00:00	24	24	256	0	0.92	0.95	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/results/run030.json	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/logs/run030.stdout.log	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/logs/run030.stderr.log	adaptive batch 2
27	2	search	ok	3	151.2862238092348	0.27177285721881045	2026-04-12T03:06:31.745317+00:00	2026-04-12T03:09:03.032536+00:00	24	24	32	0	0.92	0.95	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/results/run027.json	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/logs/run027.stdout.log	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/logs/run027.stderr.log	adaptive batch 2
31	2	search	ok	7	211.1765542048961	0.2769271917098874	2026-04-12T03:06:31.758705+00:00	2026-04-12T03:10:02.936283+00:00	13	12	256	0	0.88	0.92	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/results/run031.json	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/logs/run031.stdout.log	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/logs/run031.stderr.log	adaptive batch 2
26	2	search	ok	1	311.77012380817905	0.29187625915487925	2026-04-12T03:06:31.743884+00:00	2026-04-12T03:11:43.515061+00:00	13	24	256	0	0.92	0.95	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/results/run026.json	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/logs/run026.stdout.log	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/logs/run026.stderr.log	adaptive batch 2
28	2	search	ok	4	328.04600324109197	0.2918753557790305	2026-04-12T03:06:31.748471+00:00	2026-04-12T03:11:59.795447+00:00	13	24	32	0	0.92	0.95	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/results/run028.json	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/logs/run028.stdout.log	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/logs/run028.stderr.log	adaptive batch 2
34	2	search	ok	1	188.23747901292518	0.26044108760621076	2026-04-12T03:12:00.769472+00:00	2026-04-12T03:15:09.007734+00:00	24	8	32	1	0.88	0.92	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/results/run034.json	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/logs/run034.stdout.log	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/logs/run034.stderr.log	adaptive batch 2
35	2	search	ok	3	262.9122362402268	0.2841778327475294	2026-04-12T03:12:00.770530+00:00	2026-04-12T03:16:23.683604+00:00	24	12	128	1	0.84	0.92	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/results/run035.json	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/logs/run035.stdout.log	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/logs/run035.stderr.log	adaptive batch 2
36	2	search	ok	4	350.2989937351085	0.2944234442855945	2026-04-12T03:12:00.773563+00:00	2026-04-12T03:17:51.073281+00:00	13	24	256	0	0.92	0.9	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/results/run036.json	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/logs/run036.stdout.log	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/logs/run036.stderr.log	adaptive batch 2
37	2	search	ok	5	585.7384027456865	0.2448876875722965	2026-04-12T03:12:00.776287+00:00	2026-04-12T03:21:46.515279+00:00	24	8	256	2	0.92	0.92	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/results/run037.json	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/logs/run037.stdout.log	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/logs/run037.stderr.log	adaptive batch 2
41	2	search	ok	9	619.9413409112021	0.2740123817519686	2026-04-12T03:12:00.784382+00:00	2026-04-12T03:22:20.729676+00:00	23	12	32	2	0.92	0.95	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/results/run041.json	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/logs/run041.stdout.log	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/logs/run041.stderr.log	adaptive batch 2
40	2	search	ok	8	637.0457295100205	0.27631829856118556	2026-04-12T03:12:00.782932+00:00	2026-04-12T03:22:37.829639+00:00	23	12	32	2	0.84	0.95	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/results/run040.json	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/logs/run040.stdout.log	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/logs/run040.stderr.log	adaptive batch 2
39	2	search	ok	7	661.5759803098626	0.282870533979769	2026-04-12T03:12:00.780547+00:00	2026-04-12T03:23:02.359508+00:00	23	12	32	2	0.92	0.9	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/results/run039.json	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/logs/run039.stdout.log	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/logs/run039.stderr.log	adaptive batch 2
38	2	search	ok	6	719.4766014460474	0.28417035364812604	2026-04-12T03:12:00.779163+00:00	2026-04-12T03:24:00.256709+00:00	23	12	32	2	0.84	0.9	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/results/run038.json	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/logs/run038.stdout.log	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/logs/run038.stderr.log	adaptive batch 2
45	3	search	ok	5	64.52251057140529	0.2314503371035937	2026-04-12T03:24:03.073259+00:00	2026-04-12T03:25:07.597906+00:00	23	8	32	0	0.88	0.92	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/results/run045.json	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/logs/run045.stdout.log	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/logs/run045.stderr.log	adaptive batch 3
49	3	search	ok	9	71.06436264887452	0.23501470611879957	2026-04-12T03:24:03.084142+00:00	2026-04-12T03:25:14.148981+00:00	24	8	128	0	0.84	0.92	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/results/run049.json	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/logs/run049.stdout.log	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/logs/run049.stderr.log	adaptive batch 3
48	3	search	ok	8	79.9109225650318	0.23759864603329256	2026-04-12T03:24:03.081511+00:00	2026-04-12T03:25:22.994667+00:00	23	12	32	0	0.88	0.95	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/results/run048.json	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/logs/run048.stdout.log	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/logs/run048.stderr.log	adaptive batch 3
46	3	search	ok	6	97.59706572815776	0.2584955858298478	2026-04-12T03:24:03.076028+00:00	2026-04-12T03:25:40.675155+00:00	24	12	32	0	0.88	0.9	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/results/run046.json	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/logs/run046.stdout.log	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/logs/run046.stderr.log	adaptive batch 3
47	3	search	ok	7	99.14591239579022	0.259854860900191	2026-04-12T03:24:03.078740+00:00	2026-04-12T03:25:42.225453+00:00	24	12	32	0	0.84	0.92	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/results/run047.json	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/logs/run047.stdout.log	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/logs/run047.stderr.log	adaptive batch 3
44	3	search	ok	4	178.51274324115366	0.2718051964632744	2026-04-12T03:24:03.069900+00:00	2026-04-12T03:27:01.583479+00:00	13	12	32	0	0.92	0.95	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/results/run044.json	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/logs/run044.stdout.log	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/logs/run044.stderr.log	adaptive batch 3
43	3	search	ok	3	208.80198950320482	0.2982284227210926	2026-04-12T03:24:03.066870+00:00	2026-04-12T03:27:31.871604+00:00	24	24	32	0	0.84	0.9	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/results/run043.json	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/logs/run043.stdout.log	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/logs/run043.stderr.log	adaptive batch 3
42	3	search	ok	1	303.0172341261059	0.28416024226219894	2026-04-12T03:24:03.065741+00:00	2026-04-12T03:29:06.084773+00:00	13	16	32	0	0.84	0.9	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/results/run042.json	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/logs/run042.stdout.log	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/logs/run042.stderr.log	adaptive batch 3
53	3	search	ok	5	167.48409762699157	0.2810125099485588	2026-04-12T03:29:06.987723+00:00	2026-04-12T03:31:54.474541+00:00	24	24	32	0	0.84	0.95	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/results/run053.json	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/logs/run053.stdout.log	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/logs/run053.stderr.log	adaptive batch 3
51	3	search	ok	3	171.75472491513938	0.24685177395234184	2026-04-12T03:29:06.983611+00:00	2026-04-12T03:31:58.739153+00:00	24	8	256	1	0.88	0.95	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/results/run051.json	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/logs/run051.stdout.log	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/logs/run051.stderr.log	adaptive batch 3
52	3	search	ok	4	173.87161287898198	0.2876630424464969	2026-04-12T03:29:06.984768+00:00	2026-04-12T03:32:00.858981+00:00	24	24	32	0	0.92	0.9	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/results/run052.json	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/logs/run052.stdout.log	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/logs/run052.stderr.log	adaptive batch 3
50	3	search	ok	1	189.37333374191076	0.26419506031386597	2026-04-12T03:29:06.982499+00:00	2026-04-12T03:32:16.356660+00:00	24	8	128	1	0.88	0.9	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/results/run050.json	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/logs/run050.stdout.log	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/logs/run050.stderr.log	adaptive batch 3
56	3	search	ok	8	198.79489806480706	0.27375959612921086	2026-04-12T03:29:06.996303+00:00	2026-04-12T03:32:25.792197+00:00	13	12	128	0	0.84	0.95	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/results/run056.json	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/logs/run056.stdout.log	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/logs/run056.stderr.log	adaptive batch 3
57	3	search	ok	9	202.0449512442574	0.27543185623223465	2026-04-12T03:29:06.997518+00:00	2026-04-12T03:32:29.045409+00:00	13	12	128	0	0.92	0.9	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/results/run057.json	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/logs/run057.stdout.log	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/logs/run057.stderr.log	adaptive batch 3
54	3	search	ok	6	300.5050107021816	0.29316236008047974	2026-04-12T03:29:06.992703+00:00	2026-04-12T03:34:07.499925+00:00	13	20	32	0	0.92	0.9	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/results/run054.json	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/logs/run054.stdout.log	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/logs/run054.stderr.log	adaptive batch 3
55	3	search	ok	7	304.0092962849885	0.29134248849713396	2026-04-12T03:29:06.995231+00:00	2026-04-12T03:34:11.005109+00:00	13	20	32	0	0.84	0.95	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/results/run055.json	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/logs/run055.stdout.log	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/logs/run055.stderr.log	adaptive batch 3
65	4	search	ok	9	59.21710746595636	0.22413183272162254	2026-04-12T03:34:14.359857+00:00	2026-04-12T03:35:13.581804+00:00	23	8	256	0	0.92	0.92	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/results/run065.json	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/logs/run065.stdout.log	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/logs/run065.stderr.log	adaptive batch 4
64	4	search	ok	8	66.58236176334321	0.23277367888099398	2026-04-12T03:34:14.358517+00:00	2026-04-12T03:35:20.944793+00:00	23	8	128	0	0.88	0.9	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/results/run064.json	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/logs/run064.stdout.log	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/logs/run064.stderr.log	adaptive batch 4
63	4	search	ok	7	77.28897901810706	0.23292352240348396	2026-04-12T03:34:14.349358+00:00	2026-04-12T03:35:31.638870+00:00	24	12	64	0	0.92	0.95	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/results/run063.json	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/logs/run063.stdout.log	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/logs/run063.stderr.log	adaptive batch 4
62	4	search	ok	6	85.02120989002287	0.24254661672144437	2026-04-12T03:34:14.346305+00:00	2026-04-12T03:35:39.368051+00:00	23	12	64	0	0.92	0.9	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/results/run062.json	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/logs/run062.stdout.log	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/logs/run062.stderr.log	adaptive batch 4
58	4	search	ok	1	136.48825977789238	0.2841891823509805	2026-04-12T03:34:14.342220+00:00	2026-04-12T03:36:30.831311+00:00	24	16	64	0	0.84	0.9	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/results/run058.json	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/logs/run058.stdout.log	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/logs/run058.stderr.log	adaptive batch 4
60	4	search	ok	4	158.92468884168193	0.278418722272478	2026-04-12T03:34:14.344262+00:00	2026-04-12T03:36:53.269465+00:00	24	24	64	0	0.88	0.95	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/results/run060.json	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/logs/run060.stdout.log	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/logs/run060.stderr.log	adaptive batch 4
59	4	search	ok	3	163.41638996591792	0.28471827195957244	2026-04-12T03:34:14.343404+00:00	2026-04-12T03:36:57.760383+00:00	24	24	64	0	0.92	0.92	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/results/run059.json	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/logs/run059.stdout.log	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/logs/run059.stderr.log	adaptive batch 4
61	4	search	ok	5	196.1700929729268	0.29528673462921784	2026-04-12T03:34:14.345098+00:00	2026-04-12T03:37:30.515794+00:00	24	24	64	0	0.84	0.92	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/results/run061.json	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/logs/run061.stdout.log	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/logs/run061.stderr.log	adaptive batch 4
70	4	search	ok	6	129.1553204357624	0.2677790545403629	2026-04-12T03:37:31.442152+00:00	2026-04-12T03:39:40.597721+00:00	23	16	256	0	0.84	0.92	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/results/run070.json	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/logs/run070.stdout.log	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/logs/run070.stderr.log	adaptive batch 4
68	4	search	ok	4	152.38274187594652	0.2539848930481719	2026-04-12T03:37:31.438913+00:00	2026-04-12T03:40:03.822617+00:00	13	8	64	0	0.88	0.92	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/results/run068.json	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/logs/run068.stdout.log	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/logs/run068.stderr.log	adaptive batch 4
69	4	search	ok	5	162.76660445705056	0.24264154532771176	2026-04-12T03:37:31.441130+00:00	2026-04-12T03:40:14.208279+00:00	22	24	256	0	0.88	0.92	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/results/run069.json	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/logs/run069.stdout.log	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/logs/run069.stderr.log	adaptive batch 4
72	4	search	ok	8	316.3227266301401	0.29199405736135065	2026-04-12T03:37:31.450580+00:00	2026-04-12T03:42:47.773632+00:00	24	16	128	1	0.92	0.9	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/results/run072.json	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/logs/run072.stdout.log	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/logs/run072.stderr.log	adaptive batch 4
73	4	search	ok	9	323.79100710107014	0.2889126098541649	2026-04-12T03:37:31.453489+00:00	2026-04-12T03:42:55.245118+00:00	24	16	32	1	0.92	0.92	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/results/run073.json	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/logs/run073.stdout.log	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/logs/run073.stderr.log	adaptive batch 4
67	4	search	ok	3	440.87369425594807	0.29386324141042386	2026-04-12T03:37:31.438321+00:00	2026-04-12T03:44:52.312262+00:00	13	8	128	1	0.84	0.92	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/results/run067.json	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/logs/run067.stdout.log	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/logs/run067.stderr.log	adaptive batch 4
66	4	search	ok	1	545.5966484099627	0.2939363121183488	2026-04-12T03:37:31.437853+00:00	2026-04-12T03:46:37.034808+00:00	24	24	256	1	0.88	0.92	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/results/run066.json	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/logs/run066.stdout.log	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/logs/run066.stderr.log	adaptive batch 4
71	4	search	ok	7	592.954666479025	0.29597572845733755	2026-04-12T03:37:31.445954+00:00	2026-04-12T03:47:24.400957+00:00	24	24	32	1	0.88	0.9	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/results/run071.json	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/logs/run071.stdout.log	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/logs/run071.stderr.log	adaptive batch 4
77	5	search	ok	5	53.202487424016	0.20995235638234105	2026-04-12T03:47:27.507900+00:00	2026-04-12T03:48:20.712496+00:00	23	8	128	0	0.92	0.95	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/results/run077.json	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/logs/run077.stdout.log	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/logs/run077.stderr.log	adaptive batch 5
78	5	search	ok	6	56.49456883314997	0.21735973607546216	2026-04-12T03:47:27.508707+00:00	2026-04-12T03:48:24.009852+00:00	23	8	256	0	0.88	0.95	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/results/run078.json	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/logs/run078.stdout.log	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/logs/run078.stderr.log	adaptive batch 5
81	5	search	ok	9	66.91518690716475	0.23431696336453856	2026-04-12T03:47:27.519285+00:00	2026-04-12T03:48:34.435073+00:00	23	8	256	0	0.84	0.92	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/results/run081.json	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/logs/run081.stdout.log	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/logs/run081.stderr.log	adaptive batch 5
76	5	search	ok	4	82.0930670001544	0.24419330843511436	2026-04-12T03:47:27.507352+00:00	2026-04-12T03:48:49.601476+00:00	24	12	128	0	0.84	0.95	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/results/run076.json	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/logs/run076.stdout.log	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/logs/run076.stderr.log	adaptive batch 5
80	5	search	ok	8	82.58677245397121	0.2463920174441825	2026-04-12T03:47:27.513197+00:00	2026-04-12T03:48:50.105517+00:00	24	12	64	0	0.92	0.92	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/results/run080.json	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/logs/run080.stdout.log	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/logs/run080.stderr.log	adaptive batch 5
74	5	search	ok	1	102.91444567916915	0.26416255744931244	2026-04-12T03:47:27.506143+00:00	2026-04-12T03:49:10.421594+00:00	24	16	128	0	0.88	0.95	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/results/run074.json	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/logs/run074.stdout.log	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/logs/run074.stderr.log	adaptive batch 5
